blockid,addrptid,strctid,x,y,huestimate,residential
410079507001006,"41007020933038031S002002A","41007020933038031S",-123.908996582,46.0143356323,2,1
410079507001006,"41007020933038032S001001A","41007020933038032S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038033S001001A","41007020933038033S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038034S001001A","41007020933038034S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038035S001001A","41007020933038035S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038036S001001A","41007020933038036S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038037S001001A","41007020933038037S",-123.908996582,46.0143356323,1,1
410079507001006,"41007020933038038S001001A","41007020933038038S",-123.908996582,46.0143356323,1,1
410079509001010,"41007020952001001S002001A","41007020952001001S",-123.916122437,46.0138397217,2,1
410079509001010,"41007020952001001S002002A","41007020952001001S",-123.916122437,46.0138397217,2,1
410079509001000,"41007020953001001S018001A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018002A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018003A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018004A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018005A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018006A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018007A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018008A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018009A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018010A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018011A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018012A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018013A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018014A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018015A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018016A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018017A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079509001000,"41007020953001001S018018A","41007020953001001S",-123.915275574,46.0138206482,18,1
410079507001001,"41007020956001001S001001A","41007020956001001S",-123.900245667,46.0135231018,1,1
410079509001000,"41007020959001001S003001A","41007020959001001S",-123.914405823,46.0135574341,3,1
410079509001000,"41007020959001001S003002A","41007020959001001S",-123.914405823,46.0135574341,3,1
410079509001000,"41007020959001001S003003A","41007020959001001S",-123.914405823,46.0135574341,3,1
410079507001025,"41007020960001001S001001A","41007020960001001S",-123.910522461,46.013885498,1,1
410079507001025,"41007020961001001S001001A","41007020961001001S",-123.909934998,46.013885498,1,1
410079509001000,"41007020964001001S001001A","41007020964001001S",-123.915016174,46.0135002136,1,1
410079507001027,"41007020966001001S005001A","41007020966001001S",-123.910453796,46.0135765076,5,1
410079507001027,"41007020966001001S005002A","41007020966001001S",-123.910453796,46.0135765076,5,1
410079507001027,"41007020966001001S005003A","41007020966001001S",-123.910453796,46.0135765076,5,1
410079507001027,"41007020966001001S005004A","41007020966001001S",-123.910453796,46.0135765076,5,1
410079507001027,"41007020966001001S005005A","41007020966001001S",-123.910453796,46.0135765076,5,1
410079507001025,"41007020968001001S001001A","41007020968001001S",-123.910018921,46.0136489868,1,1
410079507001025,"41007020969001001S001001A","41007020969001001S",-123.909576416,46.0136604309,1,1
410079507001025,"41007020970001001S001001A","41007020970001001S",-123.910049438,46.0136795044,1,1
410079509001010,"41007020971001001S001001A","41007020971001001S",-123.91645813,46.0134239197,1,1
410079507001025,"41007020972001001S001001A","41007020972001001S",-123.909988403,46.0136680603,1,1
410079509001010,"41007020973001001S002001A","41007020973001001S",-123.915939331,46.0134277344,2,1
410079509001010,"41007020973001001S002002A","41007020973001001S",-123.915939331,46.0134277344,2,1
410079507001025,"41007020974001001S001001A","41007020974001001S",-123.910049438,46.0136642456,1,1
410079507001025,"41007020975001001S001001A","41007020975001001S",-123.909988403,46.0136528015,1,1
410079507001025,"41007020976001001S001001A","41007020976001001S",-123.910049438,46.0136489868,1,1
410079507001025,"41007020977001001S001001A","41007020977001001S",-123.909988403,46.0136375427,1,1
410079507001025,"41007020978001001S001001A","41007020978001001S",-123.910041809,46.013633728,1,1
410079507001027,"41007020979001001S001001A","41007020979001001S",-123.909561157,46.0136032104,1,1
410079507001025,"41007020980001001S001001A","41007020980001001S",-123.909980774,46.0136222839,1,1
410079507001025,"41007020981001001S001001A","41007020981001001S",-123.909645081,46.013633728,1,1
410079507001025,"41007020982001001S001001A","41007020982001001S",-123.910041809,46.0136184692,1,1
410079507001027,"41007020990001001S001001A","41007020990001001S",-123.90952301,46.0134925842,1,1
410079507001027,"41007020991001001S001001A","41007020991001001S",-123.909500122,46.0134353638,1,1
410079509001010,"41007020993001001S001001A","41007020993001001S",-123.916526794,46.0131187439,1,1
410079509001039,"41007020994001001S001001A","41007020994001001S",-123.915962219,46.0131797791,1,1
410079509001000,"41007020995001001S004001A","41007020995001001S",-123.912597656,46.0131721497,4,1
410079509001000,"41007020995001001S004002A","41007020995001001S",-123.912597656,46.0131721497,4,1
410079509001000,"41007020995001001S004003A","41007020995001001S",-123.912597656,46.0131721497,4,1
410079509001000,"41007020995001001S004004A","41007020995001001S",-123.912597656,46.0131721497,4,1
410079509001002,"41007020997001001S001001A","41007020997001001S",-123.915405273,46.0131835938,1,1
410079509001002,"41007020998001001S001001A","41007020998001001S",-123.915016174,46.0131835938,1,1
410079509001001,"41007021000001001S001001A","41007021000001001S",-123.91456604,46.0131225586,1,1
410079509001001,"41007021001001001S002001A","41007021001001001S",-123.914367676,46.0131149292,2,1
410079509001001,"41007021001001001S002002A","41007021001001001S",-123.914367676,46.0131149292,2,1
410079509001001,"41007021002001001S001001A","41007021002001001S",-123.914070129,46.0131187439,1,1
410079507001027,"41007021004001001S001001A","41007021004001001S",-123.909439087,46.0133209229,1,1
410079509001000,"41007021006001001S001001A","41007021006001001S",-123.913421631,46.0130348206,1,1
410079509001000,"41007021007001001S001001A","41007021007001001S",-123.913269043,46.0130386353,1,1
410079509001000,"41007021009001001S002001A","41007021009001001S",-123.913024902,46.0130386353,2,1
410079509001000,"41007021009001001S002002A","41007021009001001S",-123.913024902,46.0130386353,2,1
410079509001000,"41007021010001001S002001A","41007021010001001S",-123.912338257,46.0131454468,2,1
410079509001000,"41007021010001001S002002A","41007021010001001S",-123.912338257,46.0131454468,2,1
410079509001000,"41007021011001001S002001A","41007021011001001S",-123.912185669,46.0131416321,2,1
410079509001000,"41007021011001001S002002A","41007021011001001S",-123.912185669,46.0131416321,2,1
410079509001039,"41007021013001001S001001A","41007021013001001S",-123.91595459,46.01304245,1,1
410079507001027,"41007021014001001S001001A","41007021014001001S",-123.909416199,46.0132598877,1,1
410079509001002,"41007021017001001S001001A","41007021017001001S",-123.915016174,46.0130462646,1,1
410079507001027,"41007021019001001S001001A","41007021019001001S",-123.910263062,46.0131950378,1,1
410079507001027,"41007021022001001S001001A","41007021022001001S",-123.909385681,46.0131759644,1,1
410079507001027,"41007021025001001S001001A","41007021025001001S",-123.91027832,46.0131340027,1,1
410079509001010,"41007021026001001S001001A","41007021026001001S",-123.916549683,46.0129013062,1,1
410079509001039,"41007021027001001S001001A","41007021027001001S",-123.91595459,46.0128707886,1,1
410079507001027,"41007021029001001S001001A","41007021029001001S",-123.909370422,46.0131187439,1,1
410079509001002,"41007021031001001S001001A","41007021031001001S",-123.915016174,46.0129089355,1,1
410079507001027,"41007021033001001S001001A","41007021033001001S",-123.91028595,46.0130729675,1,1
410079509001001,"41007021034001001S001001A","41007021034001001S",-123.914459229,46.0129127502,1,1
410079509001001,"41007021035001001S001001A","41007021035001001S",-123.914070129,46.0128479004,1,1
410079507001001,"41007021038001001S001001A","41007021038001001S",-123.896064758,46.0127220154,1,1
410079509001000,"41007021041001001S003001A","41007021041001001S",-123.912078857,46.0129547119,3,1
410079509001000,"41007021041001001S003002A","41007021041001001S",-123.912078857,46.0129547119,3,1
410079509001000,"41007021041001001S003003A","41007021041001001S",-123.912078857,46.0129547119,3,1
410079507001027,"41007021043001001S001001A","41007021043001001S",-123.909339905,46.0130310059,1,1
410079509001010,"41007021045001001S001001A","41007021045001001S",-123.916557312,46.0127601624,1,1
410079509001002,"41007021048001001S001001A","41007021048001001S",-123.915405273,46.0127716064,1,1
410079509001000,"41007021049001001S003001A","41007021049001001S",-123.912666321,46.012840271,3,1
410079509001000,"41007021049001001S003002A","41007021049001001S",-123.912666321,46.012840271,3,1
410079509001000,"41007021049001001S003003A","41007021049001001S",-123.912666321,46.012840271,3,1
410079507001027,"41007021050001001S001001A","41007021050001001S",-123.909317017,46.0129737854,1,1
410079509001002,"41007021051001001S001001A","41007021051001001S",-123.915008545,46.0127716064,1,1
410079509001000,"41007021052001001S003001A","41007021052001001S",-123.912475586,46.012840271,3,1
410079509001000,"41007021052001001S003002A","41007021052001001S",-123.912475586,46.012840271,3,1
410079509001000,"41007021052001001S003003A","41007021052001001S",-123.912475586,46.012840271,3,1
410079507001027,"41007021053001001S001001A","41007021053001001S",-123.909797668,46.0129547119,1,1
410079509001001,"41007021055001001S001001A","41007021055001001S",-123.914459229,46.0127754211,1,1
410079509001000,"41007021056001001S002001A","41007021056001001S",-123.912078857,46.0128631592,2,1
410079509001000,"41007021056001001S002002A","41007021056001001S",-123.912078857,46.0128631592,2,1
410079509001000,"41007021058001001S001001A","41007021058001001S",-123.913513184,46.0127792358,1,1
410079509001039,"41007021059001001S001001A","41007021059001001S",-123.91595459,46.0126647949,1,1
410079509001000,"41007021060001001S002001A","41007021060001001S",-123.913124084,46.0127830505,2,1
410079509001000,"41007021060001001S002002A","41007021060001001S",-123.913124084,46.0127830505,2,1
410079507001027,"41007021061001001S001001A","41007021061001001S",-123.90977478,46.0128974915,1,1
410079507001027,"41007021065001001S001001A","41007021065001001S",-123.909286499,46.0128898621,1,1
410079509001010,"41007021066001001S002001A","41007021066001001S",-123.91658783,46.0126266479,2,1
410079509001010,"41007021066001001S002002A","41007021066001001S",-123.91658783,46.0126266479,2,1
410079509001000,"41007021067001001S002001A","41007021067001001S",-123.912078857,46.0127716064,2,1
410079509001000,"41007021067001001S002002A","41007021067001001S",-123.912078857,46.0127716064,2,1
410079509001002,"41007021068001001S001001A","41007021068001001S",-123.915405273,46.0126342773,1,1
410079509001002,"41007021070001001S001001A","41007021070001001S",-123.915008545,46.0126342773,1,1
410079507001027,"41007021071001001S001001A","41007021071001001S",-123.909263611,46.0128288269,1,1
410079509001000,"41007021072001001S002001A","41007021072001001S",-123.912567139,46.0126953125,2,1
410079509001000,"41007021072001001S002002A","41007021072001001S",-123.912567139,46.0126953125,2,1
410079509001001,"41007021073001001S001001A","41007021073001001S",-123.914459229,46.012638092,1,1
410079509001001,"41007021076001001S001001A","41007021076001001S",-123.9140625,46.0126419067,1,1
410079507001014,"41007021077001001S001001A","41007021077001001S",-123.906539917,46.0125160217,1,1
410079509001000,"41007021078001001S002001A","41007021078001001S",-123.913513184,46.0126419067,2,1
410079509001000,"41007021078001001S002002A","41007021078001001S",-123.913513184,46.0126419067,2,1
410079509001000,"41007021080001001S002001A","41007021080001001S",-123.913124084,46.0126457214,2,1
410079509001000,"41007021080001001S002002A","41007021080001001S",-123.913124084,46.0126457214,2,1
410079509001000,"41007021081001001S002001A","41007021081001001S",-123.912086487,46.0126876831,2,1
410079509001000,"41007021081001001S002002A","41007021081001001S",-123.912086487,46.0126876831,2,1
410079507001014,"41007021082001001S002001A","41007021082001001S",-123.904472351,46.0116882324,2,1
410079507001014,"41007021082001001S002002A","41007021082001001S",-123.904472351,46.0116882324,2,1
410079507001014,"41007021084001001S001001A","41007021084001001S",-123.903869629,46.0116920471,1,1
410079509001010,"41007021085001001S002001A","41007021085001001S",-123.916595459,46.0124893188,2,1
410079509001010,"41007021085001001S002002A","41007021085001001S",-123.916595459,46.0124893188,2,1
410079507001014,"41007021086001001S001001A","41007021086001001S",-123.903022766,46.0117950439,1,1
410079509001039,"41007021087001001S001001A","41007021087001001S",-123.91595459,46.0124931335,1,1
410079509001002,"41007021089001001S001001A","41007021089001001S",-123.915405273,46.0124969482,1,1
410079507001014,"41007021090001001S001001A","41007021090001001S",-123.902122498,46.0116920471,1,1
410079509001002,"41007021091001001S001001A","41007021091001001S",-123.915008545,46.0125007629,1,1
410079507001027,"41007021092001001S001001A","41007021092001001S",-123.909217834,46.0126953125,1,1
410079509001000,"41007021093001001S002001A","41007021093001001S",-123.912567139,46.0125350952,2,1
410079509001000,"41007021093001001S002002A","41007021093001001S",-123.912567139,46.0125350952,2,1
410079509001000,"41007021095001001S002001A","41007021095001001S",-123.912086487,46.0125999451,2,1
410079509001000,"41007021095001001S002002A","41007021095001001S",-123.912086487,46.0125999451,2,1
410079509001001,"41007021096001001S001001A","41007021096001001S",-123.914459229,46.0125007629,1,1
410079509001001,"41007021097001001S001001A","41007021097001001S",-123.9140625,46.0125045776,1,1
410079509001000,"41007021098001001S001001A","41007021098001001S",-123.913513184,46.0124931335,1,1
410079509001000,"41007021099001001S001001A","41007021099001001S",-123.913116455,46.0124931335,1,1
410079507001027,"41007021102001001S001001A","41007021102001001S",-123.909202576,46.0126342773,1,1
410079509001000,"41007021104001001S002001A","41007021104001001S",-123.912086487,46.0125007629,2,1
410079509001000,"41007021104001001S002002A","41007021104001001S",-123.912086487,46.0125007629,2,1
410079507001032,"41007021105001001S014001A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014002A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014003A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014004A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014005A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014006A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014007A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014008A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014009A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014010A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014011A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014012A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014013A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079507001032,"41007021105001001S014014A","41007021105001001S",-123.910423279,46.0121002197,14,1
410079509001002,"41007021106001001S001001A","41007021106001001S",-123.915397644,46.0123596191,1,1
410079509001002,"41007021108001001S002001A","41007021108001001S",-123.915008545,46.0123634338,2,1
410079509001002,"41007021108001001S002002A","41007021108001001S",-123.915008545,46.0123634338,2,1
410079509001001,"41007021109001001S001001A","41007021109001001S",-123.914459229,46.0123634338,1,1
410079509001001,"41007021110001001S001001A","41007021110001001S",-123.9140625,46.0123672485,1,1
410079509001000,"41007021112001001S002001A","41007021112001001S",-123.912567139,46.0123062134,2,1
410079509001000,"41007021112001001S002002A","41007021112001001S",-123.912567139,46.0123062134,2,1
410079509001009,"41007021113001001S001001A","41007021113001001S",-123.916748047,46.012172699,1,1
410079509001000,"41007021114001001S002001A","41007021114001001S",-123.913574219,46.0122871399,2,1
410079509001000,"41007021114001001S002002A","41007021114001001S",-123.913574219,46.0122871399,2,1
410079509001000,"41007021115001001S002001A","41007021115001001S",-123.912078857,46.0123062134,2,1
410079509001000,"41007021115001001S002002A","41007021115001001S",-123.912078857,46.0123062134,2,1
410079509001000,"41007021116001001S002001A","41007021116001001S",-123.913314819,46.0122871399,2,1
410079509001000,"41007021116001001S002002A","41007021116001001S",-123.913314819,46.0122871399,2,1
410079509001009,"41007021117001001S001001A","41007021117001001S",-123.916343689,46.0121803284,1,1
410079509001000,"41007021118001001S002001A","41007021118001001S",-123.91305542,46.0122871399,2,1
410079509001000,"41007021118001001S002002A","41007021118001001S",-123.91305542,46.0122871399,2,1
410079509001009,"41007021119001001S001001A","41007021119001001S",-123.91595459,46.0121803284,1,1
410079509001002,"41007021120001001S001001A","41007021120001001S",-123.915397644,46.01222229,1,1
410079509001002,"41007021121001001S001001A","41007021121001001S",-123.915008545,46.0122261047,1,1
410079509001001,"41007021123001001S001001A","41007021123001001S",-123.914451599,46.0122261047,1,1
410079509001001,"41007021125001001S001001A","41007021125001001S",-123.9140625,46.0122299194,1,1
410079507001014,"41007021127001001S001001A","41007021127001001S",-123.900306702,46.012298584,1,1
410079509001009,"41007021129001001S001001A","41007021129001001S",-123.916641235,46.0119285583,1,1
410079509001012,"41007021130001001S002001A","41007021130001001S",-123.915496826,46.0119056702,2,1
410079509001012,"41007021130001001S002002A","41007021130001001S",-123.915496826,46.0119056702,2,1
410079509001012,"41007021131001001S001001A","41007021131001001S",-123.915298462,46.0119094849,1,1
410079509001012,"41007021132001001S001001A","41007021132001001S",-123.915000916,46.0119857788,1,1
410079509001013,"41007021133001001S001001A","41007021133001001S",-123.914451599,46.0119819641,1,1
410079509001013,"41007021134001001S001001A","41007021134001001S",-123.9140625,46.0119819641,1,1
410079509001014,"41007021136001001S002001A","41007021136001001S",-123.913505554,46.0119857788,2,1
410079509001014,"41007021136001001S002002A","41007021136001001S",-123.913505554,46.0119857788,2,1
410079509001014,"41007021138001001S001001A","41007021138001001S",-123.913116455,46.0119781494,1,1
410079509001000,"41007021140001001S002001A","41007021140001001S",-123.912567139,46.0119552612,2,1
410079509001000,"41007021140001001S002002A","41007021140001001S",-123.912567139,46.0119552612,2,1
410079509001000,"41007021141001001S002001A","41007021141001001S",-123.912063599,46.0119552612,2,1
410079509001000,"41007021141001001S002002A","41007021141001001S",-123.912063599,46.0119552612,2,1
410079507001005,"41007021142001001S001001A","41007021142001001S",-123.899627686,46.0122451782,1,1
410079507001005,"41007021143001001S001001A","41007021143001001S",-123.899276733,46.0122566223,1,1
410079509001009,"41007021144002001S001001A","41007021144002001S",-123.916343689,46.0116271973,1,1
410079509001009,"41007021144002002S001001A","41007021144002002S",-123.916282654,46.0117721558,1,1
410079507001005,"41007021145001001S001001A","41007021145001001S",-123.898918152,46.0122566223,1,1
410079509001009,"41007021146001001S001001A","41007021146001001S",-123.91594696,46.0117759705,1,1
410079507001005,"41007021147001001S001001A","41007021147001001S",-123.898551941,46.0122528076,1,1
410079509001012,"41007021148001001S001001A","41007021148001001S",-123.915000916,46.0118484497,1,1
410079509001013,"41007021149001001S001001A","41007021149001001S",-123.914451599,46.011844635,1,1
410079509001013,"41007021150001001S001001A","41007021150001001S",-123.914054871,46.011844635,1,1
410079509001014,"41007021151001001S001001A","41007021151001001S",-123.913505554,46.0118484497,1,1
410079507001014,"41007021153001001S002001A","41007021153001001S",-123.906547546,46.0118293762,2,1
410079507001014,"41007021153001001S002002A","41007021153001001S",-123.906547546,46.0118293762,2,1
410079507001005,"41007021154001001S001001A","41007021154001001S",-123.896095276,46.0122756958,1,1
410079509001014,"41007021155001001S001001A","41007021155001001S",-123.913116455,46.0118103027,1,1
410079507001005,"41007021157001001S002001A","41007021157001001S",-123.895530701,46.0122375488,2,1
410079507001005,"41007021157001001S002002A","41007021157001001S",-123.895530701,46.0122375488,2,1
410079509001009,"41007021158001001S003001A","41007021158001001S",-123.916793823,46.0116577148,3,1
410079509001009,"41007021158001001S003002A","41007021158001001S",-123.916793823,46.0116577148,3,1
410079509001009,"41007021158001001S003003A","41007021158001001S",-123.916793823,46.0116577148,3,1
410079507001014,"41007021159001001S001001A","41007021159001001S",-123.905075073,46.011264801,1,1
410079507001005,"41007021161001001S002001A","41007021161001001S",-123.895027161,46.0122146606,2,1
410079507001005,"41007021161001001S002002A","41007021161001001S",-123.895027161,46.0122146606,2,1
410079507001032,"41007021162001001S037001A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037002A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037003A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037004A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037005A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037006A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037007A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037008A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037009A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037010A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037011A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037012A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037013A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037014A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037015A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037016A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037017A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037018A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037019A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037020A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037021A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037022A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037023A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037024A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037025A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037026A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037027A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037028A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037029A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037030A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037031A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037032A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037033A","41007021162001001S",-123.908935547,46.011100769,37,1
410079507001032,"41007021162001001S037034A","41007021162001001S",-123.908935547,46.011100769,37,1
